line,temperature,pressure,power_consumption,yield_rate,defect_count,thickness,cycle_time
D,311.3,2.54,528.7,91.13,81,290.5,89.1
C,386.5,2.67,1220.8,91.93,37,319.0,53.7
C,362.0,3.23,226.6,69.28,46,310.9,40.6
D,328.3,2.17,263.8,71.28,70,301.0,47.5
C,356.1,2.76,2096.3,88.46,44,299.1,50.8
D,342.9,2.73,279.3,96.05,50,305.6,66.9
A,303.1,1.76,106.5,81.92,88,303.5,42.6
C,358.2,2.62,196.7,76.93,44,298.6,39.0
C,399.2,2.15,837.2,78.63,29,321.0,74.5
A,392.4,2.73,939.4,91.0,36,335.3,42.1
C,353.1,2.8,1094.4,93.55,48,320.2,43.5
C,336.9,2.23,248.1,85.77,62,310.4,63.7
D,366.9,2.66,341.4,85.19,42,306.8,31.4
B,358.0,3.25,171.3,84.54,53,312.4,49.7
C,345.8,2.63,236.7,82.75,53,293.6,36.9
B,405.8,2.37,253.2,88.27,32,319.3,81.0
C,338.1,2.58,358.5,77.89,54,314.9,70.1
B,378.7,2.27,1491.8,91.53,35,315.9,40.0
B,354.3,2.16,1190.9,85.51,46,306.6,69.9
B,354.5,2.9,173.0,84.78,45,307.7,31.9
A,300.5,2.43,518.1,80.57,86,291.1,37.4
A,383.0,2.75,945.9,90.56,32,318.2,59.4
A,375.1,2.31,187.2,95.98,39,301.7,32.1
C,355.6,2.86,620.3,73.0,45,310.2,51.9
D,381.0,2.73,791.1,95.79,37,315.5,49.8
A,362.5,3.19,983.6,88.24,46,311.0,65.0
A,311.1,2.59,607.5,91.21,81,299.7,66.2
B,320.9,2.49,690.2,91.62,71,288.8,41.6
C,348.2,2.36,1746.6,87.71,49,292.7,30.7
A,299.3,2.61,507.3,93.15,105,293.9,35.9
A,383.7,2.49,906.2,66.63,34,310.1,40.3
A,343.5,2.67,584.1,86.63,61,298.0,32.4
B,354.1,2.16,315.2,83.16,50,309.7,31.0
A,320.6,2.62,560.6,63.96,66,285.6,31.4
B,369.4,2.49,2227.4,89.37,41,315.7,36.7
C,345.7,2.62,302.1,82.82,48,310.2,80.1
C,340.2,1.76,301.8,90.39,52,304.4,62.6
A,392.3,2.35,743.2,56.69,35,307.6,42.5
C,389.3,3.05,303.7,69.65,38,312.8,39.3
B,372.5,2.27,403.9,89.02,37,311.7,74.8
D,356.3,2.39,504.7,88.32,47,305.5,30.3
A,334.5,2.31,713.1,87.06,56,304.2,37.8
C,341.3,2.01,825.4,75.5,54,322.2,35.6
C,340.0,2.19,224.0,78.93,52,298.9,42.1
A,361.8,2.28,757.8,81.71,41,314.6,54.9
D,349.0,2.74,1295.3,89.35,44,299.3,31.1
B,349.8,2.41,2038.3,93.05,54,302.2,62.0
C,396.2,2.84,146.3,67.3,33,319.5,37.0
A,384.3,2.57,702.9,96.39,33,307.8,70.7
A,326.6,2.2,178.6,83.23,67,295.2,31.9
B,358.9,1.53,673.5,76.25,50,297.6,43.1
B,326.7,3.21,170.2,84.92,74,286.1,46.0
B,368.1,2.72,217.6,64.52,40,302.6,43.4
B,407.9,2.23,206.3,84.39,33,324.5,39.1
C,339.3,3.03,319.6,94.85,55,297.2,46.9
B,373.7,2.53,677.7,75.55,40,321.0,44.8
A,398.4,2.45,886.8,94.36,29,340.7,39.1
C,345.9,3.32,125.0,85.23,52,311.0,33.7
B,364.8,2.72,1108.8,94.28,47,300.1,30.3
B,401.4,3.08,447.6,81.79,34,324.6,60.6
A,321.9,3.07,909.6,93.02,76,296.7,59.3
A,318.9,2.34,678.8,74.48,69,301.7,80.7
A,312.7,2.23,247.9,75.32,72,284.5,30.3
D,372.6,2.89,183.7,82.22,45,313.6,41.7
B,319.6,2.85,1460.7,87.96,72,292.1,34.4
A,366.8,2.6,350.1,94.24,44,319.6,58.5
A,390.8,2.69,667.5,80.19,38,317.8,47.9
A,330.1,2.38,475.9,94.74,62,304.5,45.8
B,327.1,2.28,1323.7,83.24,61,316.1,50.4
A,370.1,2.21,306.7,95.72,39,303.4,32.4
B,351.4,3.05,281.6,86.73,53,291.0,48.8
B,279.1,3.48,1612.6,86.78,141,294.1,30.4
D,396.0,2.38,692.4,73.52,38,329.2,46.6
B,366.6,2.68,874.2,95.1,44,316.6,34.1
B,338.6,2.54,1239.2,77.64,55,300.5,33.8
C,337.4,2.71,623.8,90.36,58,305.7,54.9
B,371.0,2.26,257.9,80.37,41,306.1,34.7
C,348.7,2.49,527.8,90.17,50,314.5,46.4
C,351.7,2.15,1261.5,88.57,53,317.1,159.5
B,354.5,2.48,258.0,75.82,53,303.9,46.4
B,325.4,2.63,258.2,93.23,69,297.4,42.1
D,339.2,3.22,178.1,79.03,56,287.8,43.9
C,344.4,2.28,1280.5,90.16,56,310.0,35.3
D,327.2,2.69,971.3,88.35,57,284.5,31.6
A,358.2,3.29,166.7,66.36,42,300.1,33.4
B,364.5,2.5,260.1,69.94,42,311.3,36.5
D,400.6,1.65,272.0,67.37,34,307.5,32.4
B,327.2,1.87,1370.2,83.69,65,302.0,37.7
D,376.7,2.61,149.7,60.64,45,318.6,50.3
A,392.7,2.38,327.2,75.28,33,316.9,128.3
D,378.5,2.29,397.0,74.54,40,309.1,53.2
B,335.1,3.35,327.2,92.33,65,296.1,48.9
A,340.7,2.61,739.4,68.91,53,284.5,39.4
D,395.5,2.7,541.7,76.15,37,322.1,31.6
A,344.4,2.74,576.1,66.56,53,302.6,39.3
A,349.1,2.27,900.5,85.37,50,319.8,36.7
A,335.4,2.69,516.7,93.5,57,284.5,35.2
C,373.2,2.17,472.7,88.91,41,311.1,41.8
D,276.2,2.5,556.1,77.44,149,278.2,32.4
A,325.7,2.34,3932.7,93.61,60,312.6,140.5
B,320.6,2.0,1267.6,90.23,70,289.8,48.9
A,397.7,2.39,207.1,92.34,35,318.5,149.7
C,357.0,2.41,307.7,83.96,40,317.2,33.2
A,343.9,2.24,107.1,73.6,47,306.3,35.3
A,343.9,2.49,181.1,93.54,49,304.9,91.5
A,308.6,1.94,778.1,93.43,109,298.3,48.6
B,390.7,1.41,608.4,69.95,39,307.1,46.3
D,339.5,1.45,469.4,79.68,56,305.0,39.6
B,367.8,2.44,692.0,90.13,44,310.3,52.3
A,330.3,2.7,163.8,83.84,58,302.0,64.8
B,348.2,2.59,740.7,92.31,46,295.6,92.4
C,322.4,2.95,152.0,71.65,67,302.0,33.5
A,342.6,2.68,574.0,79.92,52,303.0,48.5
A,381.2,2.35,715.1,73.35,40,321.2,55.0
A,353.2,2.26,739.9,85.5,44,305.1,48.6
C,361.2,3.02,537.1,91.02,46,319.0,58.7
B,351.9,3.4,901.9,91.17,44,292.0,76.4
B,398.9,2.61,182.1,75.15,34,328.4,84.4
A,325.5,2.77,1371.4,90.74,64,289.0,67.3
B,345.9,2.01,1012.9,94.25,47,299.8,30.2
D,355.6,1.85,187.4,86.98,48,312.9,37.8
A,320.1,3.06,837.2,90.45,85,286.6,42.4
D,353.8,1.87,506.0,80.97,48,313.2,51.7
B,350.9,2.82,128.4,81.32,46,308.1,55.3
A,353.4,3.27,865.4,77.81,48,304.7,50.5
B,353.5,3.15,925.3,85.27,51,302.2,33.5
D,329.9,2.42,1760.0,86.65,64,295.8,39.3
B,301.3,2.34,521.1,90.03,114,281.2,51.1
D,355.5,2.59,576.8,72.59,50,301.2,77.3
A,323.2,2.06,147.6,75.61,63,284.0,44.5
B,347.2,2.46,353.0,86.72,48,292.6,61.3
D,327.5,2.92,757.4,83.94,62,281.8,55.5
D,305.6,3.4,443.0,87.95,85,302.6,39.1
B,360.8,2.97,158.9,88.3,38,307.1,46.9
C,371.0,2.96,602.3,76.47,41,323.6,61.0
A,383.1,3.09,573.7,95.3,33,312.4,30.3
A,336.6,1.62,105.5,83.68,59,314.3,43.9
A,351.2,2.54,1093.0,87.63,47,313.8,34.2
A,360.2,1.9,157.1,60.04,46,302.5,31.6
A,380.6,2.07,2586.9,91.63,41,297.9,43.2
B,297.5,2.43,102.7,94.33,114,305.1,68.2
D,305.9,3.1,527.2,78.07,96,294.7,34.1
C,391.6,2.38,359.4,88.18,41,311.4,31.9
B,299.4,2.27,293.3,73.51,149,298.7,41.7
D,377.5,2.45,558.6,81.52,35,303.0,57.1
A,389.9,2.48,288.4,80.06,36,311.3,48.1
B,374.1,1.88,390.8,84.49,41,304.7,55.5
C,319.9,2.99,775.0,93.17,61,309.6,45.4
A,323.2,2.43,163.8,53.42,70,294.1,54.6
C,348.3,2.17,1646.8,89.26,49,306.7,35.9
A,402.5,2.86,1092.4,78.43,35,304.3,40.0
A,402.3,2.11,608.5,71.99,33,309.3,34.3
A,359.0,2.78,996.1,88.52,50,305.3,47.8
D,302.2,2.51,456.0,97.09,105,289.1,40.3
C,354.9,1.9,301.3,76.6,48,305.1,68.3
C,343.8,2.73,626.1,76.58,51,298.0,44.3
B,350.7,1.9,2088.0,79.19,49,303.5,80.1
A,300.3,2.44,617.3,67.06,83,286.1,52.8
C,357.3,1.91,345.7,85.15,46,300.6,41.5
B,304.9,2.81,962.6,89.85,100,272.8,54.6
A,274.1,2.15,102.3,83.07,200,281.2,46.5
C,356.7,2.5,156.0,57.85,47,323.3,44.4
A,407.6,2.85,218.7,72.4,34,335.9,31.3
A,324.9,2.0,800.1,71.97,63,302.0,98.2
D,335.8,2.13,1620.9,89.72,58,297.3,45.0
C,376.9,2.01,161.5,68.78,40,324.9,51.6
C,384.9,2.06,1358.3,75.34,36,312.4,33.1
B,353.2,2.97,1185.6,85.07,44,313.7,44.0
B,328.7,2.53,587.6,79.23,60,285.0,33.5
C,389.8,2.33,431.0,88.73,38,314.6,63.2
C,313.1,2.05,221.2,73.35,74,300.8,45.2
B,334.4,2.31,215.6,87.28,58,300.7,47.9
D,367.6,2.34,1959.9,92.36,42,320.0,36.4
D,302.9,2.16,178.3,80.89,117,287.1,62.3
B,361.7,2.65,400.2,86.16,42,315.4,42.8
D,384.2,2.14,444.0,96.6,38,314.6,44.9
B,400.3,1.93,212.3,61.19,32,333.3,139.4
B,338.3,2.0,875.3,84.89,56,305.5,36.0
A,336.8,2.3,393.9,89.73,64,296.1,32.5
B,371.4,3.04,400.4,89.73,43,320.8,40.0
D,331.5,3.08,258.1,87.33,58,296.4,40.2
C,340.7,1.9,1173.8,86.69,55,297.7,32.3
C,359.7,2.12,146.2,67.7,46,321.1,39.5
A,361.2,1.6,1538.6,77.14,43,311.2,43.8
B,292.8,2.42,481.9,85.85,116,288.6,87.5
A,315.0,2.22,475.1,95.21,71,289.7,32.4
B,295.0,2.6,332.6,92.64,98,300.7,36.9
B,300.0,2.13,369.6,85.06,111,291.0,37.6
B,316.4,2.86,108.9,90.08,69,288.8,151.3
B,343.3,2.65,184.7,79.74,47,302.4,50.5
B,346.2,2.42,247.9,91.6,53,291.9,41.1
A,285.4,2.15,859.3,77.71,146,289.8,36.4
A,322.0,3.38,421.1,91.08,69,289.4,112.1
D,304.5,2.5,132.9,90.87,81,290.1,51.8
A,344.0,2.38,1239.7,93.79,51,298.3,73.8
A,330.3,2.59,185.7,76.92,56,297.6,31.1
D,387.8,1.72,254.6,89.59,37,311.2,32.8
D,345.8,2.22,2778.0,89.89,55,314.3,31.4
C,331.8,2.77,401.6,78.83,67,290.6,47.6
A,342.1,2.83,428.2,89.18,49,295.5,38.8
A,330.7,2.7,1400.0,87.89,54,293.9,72.8
D,390.2,1.63,105.3,84.87,34,304.2,64.1
D,339.9,2.43,133.3,90.0,56,294.7,33.9
B,363.7,2.15,479.3,86.15,39,310.8,59.0
A,373.7,2.68,261.2,91.79,43,308.2,72.1
A,330.2,2.56,305.4,92.54,51,292.2,46.6
A,295.9,2.82,855.2,90.16,106,295.4,30.4
C,335.6,2.35,112.9,70.21,51,306.8,34.0
A,369.1,2.53,119.9,87.15,49,306.4,45.0
D,299.1,3.08,1275.5,82.81,101,299.3,32.8
A,357.6,3.12,243.2,85.49,47,309.7,63.9
C,375.2,2.9,1117.4,90.08,37,316.8,35.2
A,391.7,1.79,1541.2,89.97,36,312.9,33.9
B,370.3,2.32,187.3,75.1,37,322.0,36.8
A,358.8,3.03,146.3,82.26,46,310.5,47.5
C,355.6,2.48,769.2,90.63,41,294.1,33.2
B,313.8,2.22,1424.3,79.27,63,293.6,37.3
A,321.6,2.56,844.4,97.46,68,292.3,33.1
D,298.0,2.25,408.0,88.31,83,292.3,33.8
B,352.2,2.56,133.1,92.19,45,304.4,32.7
D,363.2,2.56,174.7,89.8,44,309.1,44.9
D,353.5,2.27,1105.5,88.4,46,303.2,73.9
D,358.5,2.58,154.2,62.5,46,303.5,49.4
A,372.8,2.32,143.6,88.62,41,303.3,32.7
A,310.2,2.3,112.2,92.83,81,298.1,100.0
D,351.9,2.62,302.4,81.75,46,306.2,55.6
B,357.4,2.74,429.4,92.87,44,310.1,33.1
A,335.9,2.52,262.6,75.4,62,306.3,61.8
C,286.2,2.07,456.9,81.05,170,274.8,111.3
A,319.3,2.12,1197.4,83.24,82,288.4,59.3
C,334.8,3.02,382.1,64.78,56,295.6,55.8
D,354.5,2.41,262.2,67.46,49,318.7,75.2
C,351.0,2.23,580.1,82.7,48,301.2,38.9
A,407.7,3.29,102.7,66.9,30,322.5,92.4
B,378.3,3.03,352.7,71.24,39,327.8,42.7
B,349.3,2.93,316.5,86.94,55,306.4,47.3
B,353.6,2.5,228.6,95.73,48,301.7,58.4
A,388.1,2.41,451.1,92.43,35,321.3,48.5
B,389.3,2.41,153.6,65.0,31,323.4,35.1
B,360.0,2.37,469.6,95.45,46,313.3,54.8
B,402.0,2.68,732.2,66.2,34,309.0,33.2
D,323.1,2.84,2908.2,77.25,73,294.9,34.1
B,349.1,1.46,184.4,72.67,55,304.2,71.9
A,445.0,2.13,152.5,82.15,27,337.5,49.4
C,371.3,2.25,1156.5,85.04,42,311.9,108.1
C,345.8,1.82,391.3,82.16,54,308.2,59.8
B,353.1,2.58,287.9,76.24,47,309.5,49.9
C,355.4,2.03,1375.4,90.79,46,307.1,110.5
A,400.1,2.97,225.8,74.83,34,333.1,54.1
B,374.1,2.44,1207.0,85.65,39,311.1,75.7
D,347.6,2.54,959.3,78.75,50,306.0,46.3
D,299.7,2.82,420.8,96.63,101,283.1,59.3
B,328.2,2.62,168.4,75.68,62,303.2,56.1
C,351.8,2.54,459.5,86.95,49,302.2,34.6
D,346.1,2.35,486.8,89.34,52,304.7,44.1
D,382.9,2.42,228.3,75.21,40,318.7,33.6
B,343.1,2.22,282.5,87.99,48,315.1,37.5
B,375.2,2.87,232.3,84.36,41,310.2,78.3
B,305.8,2.7,765.3,93.4,86,277.7,42.4
A,334.3,3.32,1541.3,96.77,63,299.3,61.3
B,370.8,2.71,553.6,86.63,46,308.2,47.1
C,412.0,2.57,1236.3,96.0,30,316.4,52.9
D,345.7,2.61,721.8,77.95,53,314.2,32.4
D,374.9,2.22,157.2,76.56,40,308.5,36.8
A,390.1,2.98,490.0,89.28,37,315.5,63.5
B,378.6,2.44,426.7,75.7,35,316.1,107.2
A,372.4,1.67,296.6,77.05,39,307.6,43.9
A,339.4,1.95,234.0,80.18,49,295.6,46.0
D,395.6,2.43,875.4,75.92,32,319.3,55.4
B,310.5,1.9,1427.2,91.47,85,295.8,50.5
C,312.0,2.11,1269.3,85.19,90,282.8,30.8
A,406.0,2.82,107.5,75.31,34,315.3,33.1
B,360.8,2.84,1104.0,80.51,46,306.9,31.1
C,312.9,2.75,606.1,81.55,75,284.7,40.1
A,307.0,2.81,490.1,95.92,89,302.3,32.4
B,305.7,2.76,173.2,89.76,93,291.7,34.3
A,411.0,2.8,1140.6,93.05,30,328.0,43.8
C,347.6,2.65,102.6,82.15,47,311.4,32.1
D,334.5,2.73,240.0,88.02,58,295.8,42.3
D,398.9,3.15,369.0,86.5,33,320.8,39.1
D,357.5,2.41,135.8,80.95,45,317.8,37.9
D,340.2,3.41,1121.5,92.03,56,302.5,72.7
D,381.8,2.36,290.9,88.43,39,318.4,41.7
B,367.9,2.31,201.0,92.37,36,300.6,44.8
B,368.0,2.62,124.7,88.25,44,326.4,33.1
B,341.9,2.34,531.1,85.75,58,303.6,38.3
D,323.1,1.63,207.6,91.97,64,296.5,66.9
A,319.7,2.14,378.4,91.78,79,301.3,33.3
A,353.1,2.26,214.2,86.1,49,315.2,52.6
D,350.2,2.34,422.8,81.82,53,302.5,42.0
A,364.5,1.79,738.8,90.74,42,310.0,46.5
D,337.3,2.21,851.7,94.76,61,293.7,52.6
C,388.4,2.25,573.2,79.09,39,312.9,57.3
B,310.2,2.21,428.5,85.89,79,280.1,40.9
C,362.5,2.35,1128.1,81.69,42,312.1,65.4
D,322.7,2.83,413.0,77.66,69,294.3,43.2
A,342.7,2.86,429.9,93.89,47,314.1,41.9
C,322.4,2.6,967.9,93.22,71,298.3,52.2
D,339.0,2.92,393.8,76.18,57,317.4,33.1
A,317.9,2.52,180.7,80.02,76,300.5,56.0
A,320.0,2.95,835.9,94.0,69,298.9,56.8
A,378.9,2.66,198.3,94.1,38,320.7,38.6
A,308.3,2.23,1475.9,83.89,110,289.6,35.1
A,369.5,2.25,144.9,81.81,40,302.8,30.9
C,375.6,2.72,129.6,87.38,44,322.3,34.2
B,371.9,2.8,490.4,92.99,35,299.7,55.2
D,349.2,2.1,663.0,85.96,48,290.2,30.6
A,317.2,3.32,695.6,91.24,65,305.1,37.9
B,303.6,2.86,174.9,74.43,84,295.2,45.8
C,314.6,2.34,250.7,74.03,77,287.2,62.3
D,314.8,2.09,307.4,81.94,84,290.9,33.1
B,358.3,1.89,224.3,72.87,48,301.9,54.9
B,307.5,3.06,375.6,86.87,88,281.3,44.9
D,343.8,2.82,140.6,93.49,53,304.2,78.0
B,351.2,2.51,368.4,82.63,51,304.1,96.0
A,340.9,2.64,292.2,93.3,54,298.1,37.8
B,341.9,1.61,520.7,83.19,57,306.3,57.4
C,388.3,1.58,240.5,66.94,35,321.5,50.0
A,365.0,2.69,985.3,84.76,43,291.9,31.0
B,371.1,2.6,794.7,81.74,44,320.6,36.5
B,338.9,2.56,104.6,81.16,54,303.4,44.1
D,373.5,3.11,145.7,78.22,39,323.6,40.3
A,359.1,2.79,187.5,93.66,46,316.5,64.5
A,356.3,2.3,804.9,82.59,51,315.2,52.2
B,338.3,2.3,825.8,85.92,55,312.0,39.9
B,357.1,2.73,201.9,82.02,47,294.4,55.5
C,413.2,2.72,497.9,85.68,33,342.5,46.7
C,368.1,3.25,280.9,88.64,38,317.4,42.5
C,401.3,2.22,1443.9,78.99,32,311.6,40.9
D,293.4,2.12,647.0,90.38,121,280.3,45.6
D,352.2,2.56,396.2,94.11,55,308.6,64.4
B,374.6,2.52,230.1,88.4,40,316.1,54.3
D,361.6,2.96,678.9,87.26,44,303.0,67.7
A,365.5,2.56,257.6,90.48,49,306.5,39.3
C,338.3,2.68,2608.9,94.5,55,301.0,136.3
B,386.3,1.81,1042.0,73.2,37,313.7,30.7
D,302.0,3.01,438.4,79.42,105,292.9,54.8
B,345.5,2.5,926.2,85.3,52,310.4,57.5
C,353.7,1.81,422.4,88.79,43,310.7,48.2
D,332.8,2.66,526.3,91.57,67,303.4,45.0
C,350.8,2.21,841.5,86.66,56,295.3,32.8
C,291.1,2.12,1228.2,89.9,165,278.5,83.3
A,311.1,2.62,116.4,87.07,76,306.5,44.6
A,388.1,2.09,381.7,79.36,37,315.0,59.1
D,357.3,2.72,1069.0,90.93,46,309.0,62.5
C,338.6,2.35,306.3,83.73,58,301.5,30.7
B,379.4,2.46,311.9,83.4,41,307.8,53.6
B,391.6,2.67,426.5,90.12,33,319.6,65.8
A,404.3,1.96,773.5,86.85,30,335.0,34.2
B,293.4,2.53,633.1,92.9,106,291.4,52.4
B,391.5,3.07,1810.4,76.43,38,323.3,54.8
A,315.2,2.67,130.0,74.44,73,289.3,33.0
A,359.0,2.76,486.8,87.8,44,306.6,60.9
B,368.3,2.7,314.8,78.79,43,305.1,61.1
B,398.3,1.88,356.4,89.75,33,318.5,42.0
A,364.1,2.66,1093.7,90.17,46,317.7,42.2
B,358.4,2.49,1027.0,96.69,46,310.0,39.5
D,324.9,2.3,1706.4,90.36,60,313.2,44.1
B,299.4,3.24,1111.8,93.61,107,291.7,32.6
D,324.1,1.42,122.6,79.32,66,305.9,38.0
D,392.2,3.83,372.5,65.39,36,321.8,88.9
A,351.0,2.86,286.2,81.66,52,301.2,56.9
A,399.8,2.85,168.4,70.04,29,310.4,31.0
B,328.5,1.91,859.6,79.45,68,303.1,32.1
B,373.6,2.36,335.3,91.71,40,314.2,33.4
B,355.0,1.61,608.9,75.45,49,301.0,35.9
B,388.9,2.21,1288.9,74.46,34,314.2,31.1
C,343.3,2.35,124.3,86.78,54,314.2,63.2
A,346.2,2.63,166.5,86.54,53,302.1,61.0
D,386.5,2.34,431.6,85.17,38,312.5,65.5
A,287.3,2.41,145.2,69.61,122,287.3,37.1
D,345.7,2.52,699.9,74.77,57,295.8,54.8
A,300.2,2.08,669.6,80.19,91,294.2,39.4
A,349.1,2.34,696.3,82.98,48,302.2,40.2
A,337.4,2.14,379.9,92.6,56,306.6,60.3
D,368.1,2.26,760.5,84.95,41,313.5,32.1
A,364.0,2.37,198.1,82.78,43,302.9,50.1
C,341.4,2.61,638.1,73.07,53,302.4,38.6
D,321.1,2.4,544.3,86.21,66,300.9,36.5
C,352.3,2.33,101.7,91.81,48,298.3,87.3
B,389.2,2.02,263.7,73.8,32,312.7,34.6
D,320.6,1.93,866.6,80.74,84,290.1,43.4
D,304.9,2.47,1040.6,89.99,94,296.4,62.5
B,294.7,2.35,369.3,88.88,102,289.8,55.3
B,304.0,2.65,157.0,77.33,88,291.7,38.6
D,349.8,1.84,1734.1,85.55,46,301.7,44.6
D,307.8,2.77,115.3,85.88,95,298.4,32.9
B,338.8,2.2,538.8,92.69,63,283.1,34.1
D,363.8,2.33,825.7,86.77,47,302.4,35.2
B,286.1,2.59,449.6,94.42,124,288.4,30.9
B,379.6,2.22,324.9,61.87,37,312.9,132.9
A,392.8,1.91,463.4,83.01,32,328.1,44.6
A,405.9,2.37,246.2,76.64,31,320.0,31.3
C,394.2,1.98,114.4,80.8,35,326.2,44.7
B,422.4,1.89,1141.6,90.11,31,322.7,30.4
A,356.9,2.76,358.8,92.9,44,306.4,58.4
B,374.2,2.51,1173.3,93.05,41,311.9,36.2
B,342.5,2.61,272.6,90.99,59,297.6,41.1
D,369.9,2.73,208.3,84.54,43,318.7,105.5
D,354.1,2.63,2649.7,80.28,51,298.0,56.8
B,300.1,2.23,881.8,90.92,93,292.3,36.1
D,304.9,2.42,859.6,88.96,81,284.0,62.7
B,404.3,2.19,473.0,96.12,34,326.1,64.3
C,354.7,2.63,223.9,82.66,48,311.4,106.3
D,392.6,1.98,131.7,86.84,37,323.6,38.9
B,333.0,2.15,218.1,76.21,62,299.6,30.0
C,323.2,2.52,1269.8,91.42,65,278.2,62.6
A,347.4,2.4,1646.0,93.67,52,303.2,72.9
A,373.6,2.07,449.2,74.27,39,309.4,49.3
B,391.8,1.34,581.5,75.02,34,326.4,36.2
D,355.6,2.34,1333.1,83.9,51,307.5,56.2
B,369.6,2.47,199.9,72.32,40,314.3,53.0
D,345.7,2.73,936.9,73.6,50,299.4,72.7
D,393.7,2.34,2170.9,83.77,38,331.2,45.5
A,394.1,2.87,2282.5,86.34,30,317.8,104.0
B,326.4,2.82,1248.8,78.66,72,288.1,63.0
C,361.5,2.41,586.6,90.07,43,307.0,52.2
B,320.1,2.76,570.5,91.92,74,283.1,32.4
A,374.5,2.83,724.2,83.51,41,313.7,103.3
D,338.2,2.3,1816.9,78.3,60,302.9,31.7
C,326.1,2.29,818.6,91.83,62,297.8,44.0
B,288.8,2.58,381.7,91.41,113,288.5,53.5
C,382.5,2.35,261.1,93.49,44,323.6,32.2
A,355.8,3.26,118.8,78.7,42,302.4,46.0
B,357.5,2.78,845.6,89.35,46,316.2,35.4
D,375.0,2.62,960.8,95.01,40,318.1,50.3
D,327.1,2.28,414.8,94.35,66,302.1,49.0
B,322.5,3.18,106.1,59.94,78,304.7,73.1
B,366.5,2.32,280.2,97.32,39,313.1,40.9
C,384.7,2.66,544.0,91.63,37,310.6,73.9
B,366.0,2.93,1544.0,95.83,42,294.8,55.1
A,398.1,2.68,1083.1,84.09,34,327.2,49.5
B,366.9,2.22,379.3,81.18,40,318.5,73.2
C,365.3,2.59,627.0,84.34,39,305.4,63.2
A,374.7,2.42,567.0,87.43,43,307.9,38.0
A,343.0,2.27,562.5,92.15,64,302.9,40.4
A,312.7,3.03,702.6,71.18,83,303.5,53.4
B,350.6,2.64,304.2,66.76,49,299.4,54.4
B,371.4,2.82,242.5,88.33,40,298.2,35.1
A,324.2,2.3,660.8,76.43,70,285.6,58.4
A,307.8,2.36,3087.0,84.6,84,287.0,69.2
D,328.2,2.47,388.4,63.62,69,290.5,124.2
A,390.1,2.65,507.0,90.61,35,316.4,56.2
B,364.9,3.09,920.7,86.69,39,305.6,30.1
D,346.2,2.48,956.0,85.47,51,307.7,31.0
C,321.0,2.05,679.7,89.97,65,300.4,31.4
C,358.3,2.75,827.5,91.18,44,308.4,85.3
B,355.6,2.3,192.5,81.18,50,310.8,69.2
A,363.7,2.42,134.0,66.98,46,307.1,50.3
C,425.1,3.14,257.2,76.1,28,338.1,54.1
C,364.8,2.27,267.0,59.89,42,306.5,35.8
A,329.2,2.29,1436.8,93.84,61,285.9,36.1
B,308.4,2.21,122.1,85.86,88,297.5,93.1
D,333.2,2.12,164.7,87.66,65,287.0,31.9
A,336.3,2.25,311.5,66.6,66,305.5,30.7
B,374.9,2.6,1240.4,72.83,41,315.2,69.2
B,331.5,1.57,146.5,85.14,71,296.7,30.3
D,320.2,2.18,282.8,81.17,67,290.8,39.5
D,366.1,2.38,632.4,93.02,43,307.8,68.7
C,331.4,2.89,333.4,92.94,61,290.3,43.9
B,367.3,3.29,607.1,95.8,42,312.5,42.6
A,324.6,2.12,470.5,74.25,66,295.6,30.2
B,335.8,2.73,913.0,63.94,59,299.9,114.8
C,332.5,2.72,128.8,91.91,62,304.2,31.1
C,362.3,2.47,888.0,78.18,45,300.8,39.4
D,345.7,3.2,2162.4,84.03,48,287.8,53.5
B,313.3,2.45,207.7,70.26,76,301.2,32.6
C,310.8,2.77,573.4,85.23,73,285.8,37.2
B,340.5,2.95,449.5,76.79,53,291.9,67.7
A,307.5,2.42,1529.1,86.85,87,302.2,55.2
B,337.6,2.06,246.3,62.61,59,296.4,52.6
B,357.7,1.85,877.2,73.33,48,292.6,46.2
D,314.5,2.68,558.7,90.5,84,304.6,32.4
B,375.5,2.51,191.1,81.33,42,316.4,35.8
D,391.5,2.34,271.0,76.72,35,320.7,57.2
B,382.5,2.53,272.3,83.55,33,300.2,30.9
A,370.1,2.92,155.0,78.03,39,313.5,35.1
A,362.7,2.81,911.3,90.95,46,313.4,34.3
A,357.2,2.36,1754.8,81.64,43,298.3,50.7
B,361.1,2.45,530.6,75.71,39,299.1,37.3
A,331.9,2.93,101.6,66.75,54,298.5,34.1
B,349.2,2.24,104.7,94.95,48,310.2,36.2
D,354.5,2.43,170.7,60.44,48,318.0,76.1
C,369.2,2.83,350.0,88.26,44,312.9,55.4
C,302.3,2.88,1006.1,95.63,87,287.7,44.6
A,356.3,2.46,154.1,53.02,46,301.4,34.1
B,381.9,3.3,378.0,91.54,36,330.0,35.0
A,331.9,2.56,619.1,87.38,55,303.2,39.6
D,346.7,1.98,358.0,92.27,53,308.7,34.1
A,294.1,2.94,502.7,76.55,112,282.6,30.6
B,352.0,2.29,155.6,91.86,52,317.2,61.3
B,305.3,2.77,535.5,87.02,99,299.9,40.6
B,333.4,2.58,141.5,83.37,59,282.4,37.0
D,348.5,3.58,145.7,69.27,58,307.5,62.1
A,331.8,2.34,437.2,84.32,53,299.8,32.5
