cell_id,assembly_datetime,cell_type,factory,line,shift,capacity_mAh,internal_resistance_mOhm,production_temp_C,efficiency_pct,cycle_count,electrolyte_vol_mL,electrode_thickness_um,defect
CELL-032560,2024-03-24 11:59:22,NCM,Factory_B,L1,Afternoon,3905.8,9.391,28.57,98.1,158,8.768,99.86,Normal
CELL-032561,2023-05-01 12:32:27,LFP,Factory_A,L2,Night,3776.7,10.398,28.21,97.766,16,9.231,90.55,Normal
CELL-032562,2023-06-02 04:24:45,NCM,Factory_A,L1,Afternoon,3849.0,9.29,20.12,98.058,146,8.369,99.81,Normal
CELL-032563,2024-12-09 16:50:20,NCM,Factory_A,L3,Afternoon,3788.2,11.2,21.91,98.976,134,9.423,99.32,Normal
CELL-032564,2023-07-06 22:28:01,LFP,Factory_C,L2,Night,3784.9,10.642,29.48,97.66,115,8.425,93.92,Normal
CELL-032565,2023-11-02 08:06:29,LFP,Factory_A,L4,Morning,3897.7,8.929,28.91,97.565,42,8.607,96.56,Normal
CELL-032566,2024-11-24 02:20:41,NCA,Factory_A,L4,Afternoon,3881.0,10.027,22.84,97.696,18,9.398,93.52,Normal
CELL-032567,2023-04-19 08:25:32,NCM,Factory_B,L4,Afternoon,3844.1,11.359,29.82,97.259,81,10.351,89.02,Normal
CELL-032568,2024-11-09 09:40:39,NCA,Factory_C,L4,Afternoon,3885.6,11.095,28.82,96.485,217,8.377,93.67,Normal
CELL-032569,2024-07-02 13:51:07,NCM,Factory_C,L3,Morning,3832.9,10.757,26.52,96.405,455,8.919,92.31,Normal
CELL-032570,2023-04-06 07:16:38,LFP,Factory_B,L3,Morning,3948.6,10.745,32.6,98.445,23,8.353,97.49,Normal
CELL-032571,2024-04-19 14:23:30,NCM,Factory_A,L1,Night,3850.0,10.872,28.96,97.255,62,8.396,96.86,Normal
CELL-032572,2024-01-06 04:57:23,NCM,Factory_A,L2,Afternoon,3759.2,10.81,31.75,97.186,90,8.092,91.57,Normal
CELL-032573,2023-07-27 20:03:01,NCM,Factory_B,L4,Night,3863.6,10.716,21.13,96.61,24,8.995,90.06,Normal
CELL-032574,2023-06-06 12:44:57,LFP,Factory_C,L3,Afternoon,3843.9,7.9,21.64,98.06,520,7.992,96.05,Normal
CELL-032575,2024-03-12 07:28:36,LFP,Factory_B,L1,Afternoon,3789.5,10.312,21.98,98.123,137,7.841,93.35,Normal
CELL-032576,2024-04-09 17:40:45,NCA,Factory_B,L1,Afternoon,3878.0,9.03,21.89,97.085,269,7.793,90.76,Normal
CELL-032577,2024-10-30 17:30:43,LFP,Factory_B,L3,Morning,3832.5,9.866,31.22,97.546,97,9.773,92.08,Normal
CELL-032578,2024-08-29 09:05:59,LFP,Factory_A,L2,Night,3982.9,8.064,29.97,97.22,20,9.495,89.9,Normal
CELL-032579,2023-04-07 18:38:40,LFP,Factory_A,L2,Morning,3906.6,9.568,35.23,98.329,8,7.631,91.38,Normal
CELL-032580,2023-10-04 07:44:34,NCM,Factory_B,L2,Night,3764.1,10.748,32.72,97.031,11,8.589,94.58,Normal
CELL-032581,2024-02-23 18:14:00,NCM,Factory_C,L2,Night,3850.2,11.954,21.75,98.106,3,8.129,95.31,Normal
CELL-032582,2023-04-03 23:32:53,LFP,Factory_A,L2,Morning,3901.9,8.125,21.33,98.714,73,9.087,96.16,Normal
CELL-032583,2024-11-14 18:26:38,LFP,Factory_B,L1,Morning,3603.6,29.796,19.45,89.742,78,9.122,89.57,Defective
CELL-032584,2024-06-27 14:57:52,NCM,Factory_A,L1,Night,3933.7,11.21,28.66,98.554,375,8.811,97.82,Normal
CELL-032585,2024-03-15 14:43:28,NCM,Factory_B,L3,Afternoon,3478.8,29.09,22.47,92.573,72,10.393,92.22,Defective
CELL-032586,2023-06-21 05:48:56,NCA,Factory_B,L1,Afternoon,3826.5,7.628,21.59,97.426,109,8.332,95.25,Normal
CELL-032587,2023-05-28 06:52:38,NCM,Factory_A,L1,Morning,3370.1,35.625,31.52,97.958,70,9.125,91.9,Defective
CELL-032588,2023-05-29 07:40:41,NCM,Factory_C,L1,Morning,3969.1,10.322,21.54,96.757,118,7.837,94.05,Normal
CELL-032589,2024-02-10 12:46:19,LFP,Factory_B,L4,Night,3929.7,8.609,24.51,97.327,166,8.72,95.17,Normal
CELL-032590,2023-04-13 22:17:29,NCA,Factory_B,L1,Morning,3918.5,14.532,22.2,96.215,260,9.412,90.79,Normal
CELL-032591,2024-11-21 23:31:52,NCM,Factory_C,L3,Night,3961.7,9.009,22.37,96.248,7,8.824,89.19,Normal
CELL-032592,2024-12-06 13:59:16,NCM,Factory_B,L2,Morning,3938.9,9.32,29.84,97.508,19,8.534,97.43,Normal
CELL-032593,2023-08-06 12:09:39,LFP,Factory_A,L3,Morning,3742.2,7.817,30.12,96.73,312,9.127,94.62,Normal
CELL-032594,2023-08-20 12:55:00,NCM,Factory_A,L3,Night,3841.8,7.467,23.0,98.58,3,8.075,93.8,Normal
CELL-032595,2024-04-22 13:37:46,LFP,Factory_C,L3,Morning,3941.6,11.012,25.17,97.093,1,7.038,102.86,Normal
CELL-032596,2023-05-13 07:54:39,NCM,Factory_A,L2,Night,3946.9,8.431,30.99,95.745,205,7.619,95.24,Normal
CELL-032597,2024-06-30 14:28:06,NCM,Factory_B,L1,Afternoon,3620.8,17.829,32.28,93.219,1,9.094,95.11,Defective
CELL-032598,2023-04-02 20:34:22,NCA,Factory_A,L3,Afternoon,3975.0,8.436,30.48,98.577,478,9.562,95.69,Normal
CELL-032599,2023-09-19 06:47:25,NCM,Factory_C,L4,Night,3902.0,12.413,30.44,97.772,315,8.767,97.18,Normal
CELL-032600,2023-06-21 00:20:48,LFP,Factory_B,L2,Night,3841.1,8.748,21.69,96.881,287,9.869,96.32,Normal
CELL-032601,2023-11-20 14:27:03,NCA,Factory_B,L4,Afternoon,3865.5,8.729,19.8,96.901,69,8.856,100.16,Normal
CELL-032602,2023-10-31 22:54:39,LFP,Factory_C,L2,Night,3691.6,11.518,33.08,96.271,203,9.782,96.12,Normal
CELL-032603,2023-08-08 10:59:14,NCA,Factory_B,L1,Afternoon,3859.1,10.097,32.24,96.554,103,8.941,97.07,Normal
CELL-032604,2024-10-16 14:11:20,NCM,Factory_A,L4,Afternoon,3948.3,10.234,22.04,97.521,101,8.529,93.51,Normal
CELL-032605,2024-11-11 16:35:36,NCM,Factory_B,L3,Afternoon,3939.9,8.937,24.67,98.504,62,8.25,93.06,Normal
CELL-032606,2023-10-10 04:27:37,LFP,Factory_C,L1,Morning,3778.4,10.095,31.69,97.434,6,8.503,97.78,Normal
CELL-032607,2024-03-29 00:26:03,LFP,Factory_C,L2,Afternoon,3941.4,8.253,29.62,98.202,40,8.458,94.28,Normal
CELL-032608,2024-10-03 10:19:13,NCA,Factory_C,L3,Night,3836.5,10.501,32.86,95.991,192,6.587,97.45,Normal
CELL-032609,2024-03-04 03:32:04,NCM,Factory_A,L1,Afternoon,3971.9,12.628,21.93,96.634,1,8.923,96.37,Normal
CELL-032610,2023-08-26 23:44:57,LFP,Factory_C,L2,Morning,3853.6,12.193,21.94,97.023,18,7.735,91.86,Normal
CELL-032611,2023-12-17 03:50:07,LFP,Factory_A,L4,Morning,3222.1,22.688,29.91,93.447,67,9.156,102.6,Defective
CELL-032612,2023-03-08 03:36:00,LFP,Factory_B,L4,Night,4015.8,9.41,29.57,97.976,138,7.54,94.65,Normal
CELL-032613,2023-08-26 12:36:22,LFP,Factory_B,L4,Afternoon,3909.9,10.331,31.38,97.792,48,9.746,98.42,Normal
CELL-032614,2023-06-08 08:41:22,NCM,Factory_B,L3,Morning,4057.8,9.86,23.3,95.92,4,8.404,91.61,Normal
CELL-032615,2023-03-04 04:24:32,NCA,Factory_B,L3,Morning,3716.8,8.591,30.35,96.844,72,8.622,88.36,Normal
CELL-032616,2023-01-02 23:40:45,LFP,Factory_B,L2,Night,3866.5,9.059,31.99,95.941,37,10.012,93.9,Normal
CELL-032617,2023-04-13 23:18:32,NCM,Factory_B,L1,Afternoon,3897.5,10.969,28.5,97.359,36,8.582,100.04,Normal
CELL-032618,2023-12-04 02:54:39,NCM,Factory_C,L2,Night,3829.4,9.27,31.58,98.178,5,7.663,92.92,Normal
CELL-032619,2024-01-04 03:39:25,LFP,Factory_A,L2,Morning,3871.9,8.375,29.82,97.33,108,9.115,95.96,Normal
CELL-032620,2023-06-07 02:32:27,NCM,Factory_B,L3,Afternoon,3970.5,9.668,22.96,97.19,171,8.081,93.26,Normal
CELL-032621,2024-10-04 11:16:09,NCA,Factory_A,L2,Morning,3828.7,12.643,21.82,97.826,50,9.041,90.03,Normal
CELL-032622,2023-05-02 14:34:20,LFP,Factory_B,L4,Night,3955.5,11.583,21.2,96.98,80,9.917,94.44,Normal
CELL-032623,2024-06-18 12:29:34,NCM,Factory_A,L3,Morning,3369.2,31.028,21.47,92.922,27,8.747,94.98,Defective
CELL-032624,2023-10-28 22:58:28,LFP,Factory_B,L1,Morning,3789.5,10.198,24.87,98.137,10,9.745,95.63,Normal
CELL-032625,2023-07-24 14:38:40,LFP,Factory_C,L1,Afternoon,3914.3,11.863,21.75,97.343,44,9.367,94.0,Normal
CELL-032626,2023-08-28 23:19:34,LFP,Factory_A,L1,Afternoon,3298.0,32.731,28.4,89.376,13,8.909,96.23,Defective
CELL-032627,2024-10-08 15:44:47,LFP,Factory_A,L4,Afternoon,3947.9,9.235,32.52,97.942,96,8.319,91.25,Normal
CELL-032628,2023-08-11 11:10:45,LFP,Factory_C,L3,Afternoon,3854.4,7.463,32.55,98.405,180,9.403,96.58,Normal
CELL-032629,2024-08-24 07:47:28,NCM,Factory_C,L1,Morning,3845.9,12.737,31.66,97.074,159,8.106,94.24,Normal
CELL-032630,2024-03-26 04:52:28,LFP,Factory_A,L1,Morning,3484.3,18.763,22.62,89.638,179,7.923,90.11,Defective
CELL-032631,2023-04-09 00:59:41,NCM,Factory_B,L1,Afternoon,3836.2,9.743,28.4,98.079,2,8.878,94.0,Normal
CELL-032632,2024-06-27 10:09:36,NCM,Factory_B,L2,Morning,3832.8,13.564,30.31,96.848,153,8.027,93.48,Normal
CELL-032633,2023-11-01 22:47:38,NCM,Factory_A,L1,Afternoon,3883.7,9.436,30.4,97.749,91,9.654,97.62,Normal
CELL-032634,2023-02-09 16:21:03,NCM,Factory_B,L4,Night,3957.6,10.89,27.72,97.795,383,9.372,94.7,Normal
CELL-032635,2024-09-14 23:02:06,NCM,Factory_A,L3,Morning,3787.7,10.139,26.69,95.771,237,10.256,94.91,Normal
CELL-032636,2023-02-16 01:58:24,LFP,Factory_A,L3,Afternoon,3965.2,11.173,29.68,98.613,91,9.564,86.2,Normal
CELL-032637,2023-07-28 21:46:56,LFP,Factory_C,L1,Night,4036.3,10.059,31.74,98.497,84,8.431,95.85,Normal
CELL-032638,2024-08-09 03:19:15,LFP,Factory_B,L1,Afternoon,3847.3,9.366,29.11,96.772,237,7.853,95.66,Normal
CELL-032639,2024-11-26 14:14:44,LFP,Factory_C,L3,Morning,3993.0,9.845,22.42,97.767,157,9.168,92.81,Normal
CELL-032640,2023-02-22 21:05:24,NCA,Factory_C,L1,Afternoon,3844.5,11.933,21.77,97.803,228,8.569,92.35,Normal
CELL-032641,2024-01-10 03:16:11,NCM,Factory_A,L3,Afternoon,3786.8,10.719,27.77,97.874,134,8.736,93.07,Normal
CELL-032642,2023-01-18 03:57:37,NCM,Factory_A,L3,Night,3923.1,8.275,30.76,98.16,42,8.481,100.94,Normal
CELL-032643,2023-01-25 06:20:10,NCA,Factory_B,L3,Morning,3439.5,25.691,27.9,91.88,189,10.602,96.87,Defective
CELL-032644,2023-05-11 05:59:45,NCM,Factory_A,L1,Morning,3838.2,11.814,22.68,97.131,31,9.275,93.56,Normal
CELL-032645,2023-07-15 16:12:11,LFP,Factory_A,L4,Morning,3826.0,8.012,32.51,96.901,29,9.742,88.48,Normal
CELL-032646,2024-04-18 02:55:00,NCM,Factory_C,L3,Morning,3853.2,10.33,23.92,97.917,145,9.81,85.61,Normal
CELL-032647,2024-09-09 16:33:41,NCM,Factory_C,L1,Morning,3737.0,7.753,20.66,97.52,177,7.692,90.69,Normal
CELL-032648,2024-08-10 02:44:39,LFP,Factory_C,L1,Morning,3759.8,11.455,28.64,97.279,103,7.856,94.68,Normal
CELL-032649,2024-05-14 04:33:46,LFP,Factory_A,L2,Night,3909.3,8.543,28.59,98.703,673,9.006,98.22,Normal
CELL-032650,2024-01-25 06:58:29,NCM,Factory_A,L3,Afternoon,3766.2,8.278,31.14,97.921,101,8.322,97.04,Normal
CELL-032651,2024-11-17 19:47:22,LFP,Factory_A,L3,Night,3788.2,9.186,24.65,98.163,61,8.965,95.28,Normal
CELL-032652,2023-04-05 16:58:05,NCM,Factory_C,L1,Morning,3762.3,12.265,21.47,96.935,46,8.052,92.07,Normal
CELL-032653,2023-10-23 00:15:43,LFP,Factory_C,L2,Morning,3935.9,9.2,23.94,97.946,25,8.275,93.93,Normal
CELL-032654,2023-08-16 06:36:24,NCM,Factory_C,L1,Morning,3863.4,10.965,22.44,98.805,22,8.209,96.24,Normal
CELL-032655,2023-07-24 01:07:29,LFP,Factory_A,L2,Night,3426.4,11.516,27.1,93.873,22,8.385,95.87,Defective
CELL-032656,2023-06-15 16:09:39,NCA,Factory_C,L4,Night,3762.0,13.835,22.89,97.228,165,9.278,90.28,Normal
CELL-032657,2023-12-26 09:13:11,NCA,Factory_A,L4,Night,3952.5,9.274,23.95,96.99,268,9.467,93.17,Normal
CELL-032658,2024-01-09 06:03:21,NCM,Factory_B,L4,Afternoon,3907.7,8.93,24.33,96.878,137,8.229,92.51,Normal
CELL-032659,2023-07-27 03:38:56,LFP,Factory_A,L3,Morning,3744.6,10.636,24.04,97.048,175,8.107,96.26,Normal
CELL-032660,2024-02-27 21:15:05,NCA,Factory_C,L1,Morning,3900.7,9.27,23.39,97.834,22,8.64,88.4,Normal
CELL-032661,2023-10-14 03:52:51,NCM,Factory_C,L1,Night,3886.2,9.18,24.14,97.693,17,8.122,91.06,Normal
CELL-032662,2023-03-08 15:01:22,NCA,Factory_A,L4,Afternoon,3627.8,10.347,31.29,96.837,9,8.051,93.99,Normal
CELL-032663,2024-11-02 03:56:15,NCM,Factory_C,L3,Morning,3846.0,10.517,29.97,98.536,26,9.199,100.19,Normal
CELL-032664,2024-05-10 05:08:54,LFP,Factory_C,L2,Night,3868.4,8.88,32.48,97.274,230,8.79,90.94,Normal
CELL-032665,2024-03-11 03:04:13,NCM,Factory_A,L1,Afternoon,3941.3,12.248,20.52,96.987,70,8.255,93.33,Normal
CELL-032666,2024-07-10 17:54:48,NCM,Factory_B,L4,Morning,3820.7,8.375,28.72,96.283,6,8.499,102.41,Normal
CELL-032667,2024-12-04 07:27:11,NCM,Factory_A,L1,Night,3822.5,10.164,22.25,97.059,17,9.361,96.87,Normal
CELL-032668,2023-11-12 05:14:23,NCM,Factory_B,L3,Morning,3953.6,9.219,23.12,98.37,5,8.889,97.27,Normal
CELL-032669,2024-07-03 00:47:28,NCA,Factory_C,L2,Morning,4001.1,12.051,30.07,96.997,120,8.503,96.28,Normal
CELL-032670,2024-08-01 02:02:45,NCA,Factory_A,L4,Morning,3837.2,11.001,21.41,96.759,144,10.246,95.68,Normal
CELL-032671,2024-12-25 19:31:29,NCM,Factory_B,L3,Morning,3554.0,14.885,30.65,91.242,6,9.758,90.83,Defective
CELL-032672,2024-10-15 17:59:09,NCM,Factory_C,L4,Morning,3880.0,9.071,28.72,97.738,169,8.883,90.62,Normal
CELL-032673,2023-11-15 12:00:28,NCM,Factory_C,L4,Morning,3917.6,9.264,30.16,97.912,1,9.367,98.11,Normal
CELL-032674,2024-10-29 21:49:00,LFP,Factory_A,L2,Afternoon,3928.5,8.521,29.75,97.739,141,7.831,94.31,Normal
CELL-032675,2024-08-05 19:52:33,NCA,Factory_A,L1,Afternoon,3948.8,10.516,27.64,99.193,7,8.56,95.4,Normal
CELL-032676,2024-10-23 03:37:22,NCA,Factory_A,L4,Afternoon,3962.9,7.134,28.55,97.006,26,9.569,97.65,Normal
CELL-032677,2023-08-25 20:33:11,NCA,Factory_B,L4,Night,3878.6,9.257,28.9,98.105,213,8.885,88.69,Normal
CELL-032678,2024-03-13 17:33:10,NCM,Factory_C,L4,Night,3823.9,10.034,31.58,99.464,31,8.362,94.58,Normal
CELL-032679,2023-05-21 21:17:44,NCA,Factory_A,L4,Morning,3911.6,10.312,31.11,97.276,407,7.581,101.2,Normal
CELL-032680,2023-09-04 02:10:59,LFP,Factory_C,L1,Afternoon,3868.6,10.691,24.04,97.296,194,7.965,98.57,Normal
CELL-032681,2024-06-09 21:11:36,NCA,Factory_B,L2,Night,3867.9,9.712,27.53,97.779,140,8.93,92.08,Normal
CELL-032682,2023-11-24 22:09:35,LFP,Factory_B,L3,Morning,3955.3,9.815,29.28,96.2,432,11.144,95.57,Normal
CELL-032683,2023-09-16 03:12:56,LFP,Factory_A,L1,Afternoon,3829.4,11.131,31.09,98.288,81,8.191,97.07,Normal
CELL-032684,2023-01-20 08:17:55,LFP,Factory_A,L3,Night,3374.0,18.745,28.71,94.145,116,8.769,91.45,Defective
CELL-032685,2023-11-27 19:41:58,NCA,Factory_B,L1,Afternoon,3820.1,9.969,33.46,98.359,19,8.545,88.93,Normal
CELL-032686,2023-01-16 22:46:31,NCM,Factory_A,L4,Morning,3913.9,8.189,21.8,98.468,16,8.941,104.06,Normal
CELL-032687,2023-05-12 16:35:12,NCM,Factory_B,L4,Morning,3809.4,9.698,19.61,97.601,33,9.195,99.54,Normal
CELL-032688,2023-03-20 15:26:32,NCM,Factory_A,L3,Morning,3832.1,8.021,22.74,97.284,7,8.413,91.26,Normal
CELL-032689,2024-10-24 16:32:36,NCM,Factory_C,L2,Morning,3908.6,9.236,20.78,98.693,345,8.799,94.49,Normal
CELL-032690,2024-09-24 02:49:54,NCM,Factory_B,L2,Afternoon,3758.0,8.711,28.69,96.986,238,9.678,96.26,Normal
CELL-032691,2024-09-25 07:11:27,LFP,Factory_B,L2,Morning,3679.8,8.632,30.18,96.086,42,8.346,104.28,Normal
CELL-032692,2024-04-05 08:49:07,LFP,Factory_B,L3,Afternoon,3786.5,10.114,20.25,97.332,197,7.74,103.3,Normal
CELL-032693,2024-10-29 19:52:26,NCM,Factory_B,L3,Night,3898.0,10.704,32.9,95.506,649,8.012,101.28,Normal
CELL-032694,2023-12-07 11:46:04,NCM,Factory_B,L3,Night,3894.7,10.524,20.83,97.234,163,8.114,100.97,Normal
CELL-032695,2024-08-27 13:40:18,NCM,Factory_C,L2,Afternoon,3880.2,9.712,29.14,97.613,32,7.491,97.2,Normal
CELL-032696,2024-04-12 00:19:16,NCA,Factory_A,L3,Afternoon,3905.9,9.295,28.97,99.559,5,9.447,94.25,Normal
CELL-032697,2023-07-25 13:14:07,LFP,Factory_B,L1,Night,3947.6,10.483,32.96,97.598,124,8.959,96.86,Normal
CELL-032698,2023-02-28 18:53:45,NCM,Factory_C,L3,Night,3946.9,9.198,30.67,97.231,85,8.479,95.49,Normal
CELL-032699,2023-04-17 03:42:41,NCM,Factory_A,L1,Afternoon,3930.5,13.329,19.6,97.24,27,8.244,93.97,Normal
CELL-032700,2024-06-04 02:09:11,LFP,Factory_B,L2,Night,3898.4,9.398,20.2,96.774,103,9.34,91.96,Normal
CELL-032701,2024-08-07 13:56:08,LFP,Factory_A,L1,Afternoon,3995.8,11.034,32.46,96.702,286,7.979,92.77,Normal
CELL-032702,2024-03-02 05:18:28,LFP,Factory_A,L3,Afternoon,3775.0,11.395,21.44,95.986,342,8.752,91.74,Normal
CELL-032703,2024-12-24 10:37:12,NCA,Factory_C,L4,Morning,3354.1,11.077,30.12,97.395,117,7.47,93.48,Defective
CELL-032704,2023-01-17 16:49:09,NCA,Factory_C,L2,Morning,3804.1,9.947,22.72,97.785,77,8.194,94.17,Normal
CELL-032705,2023-07-29 06:31:48,NCA,Factory_C,L2,Morning,3905.5,10.925,32.2,97.43,75,8.679,94.72,Normal
CELL-032706,2023-02-24 05:20:34,NCM,Factory_A,L2,Morning,3863.6,9.335,30.15,97.875,19,8.421,97.33,Normal
CELL-032707,2023-03-08 13:22:13,NCM,Factory_A,L2,Afternoon,3779.7,7.879,30.59,97.389,82,9.119,98.24,Normal
CELL-032708,2023-09-12 00:48:59,LFP,Factory_B,L3,Morning,3826.5,12.08,29.63,97.401,175,9.614,92.25,Normal
CELL-032709,2023-02-11 22:31:53,NCM,Factory_A,L4,Afternoon,3846.9,12.888,20.8,97.586,112,8.08,94.36,Normal
CELL-032710,2023-03-09 10:34:51,NCA,Factory_A,L1,Night,4004.3,9.658,31.52,98.595,66,7.988,91.27,Normal
CELL-032711,2024-10-28 11:04:50,NCM,Factory_B,L2,Morning,4004.7,10.351,19.99,96.509,103,8.406,98.43,Normal
CELL-032712,2024-07-04 14:16:01,NCA,Factory_B,L3,Morning,3798.3,8.404,32.73,97.839,102,8.092,89.1,Normal
CELL-032713,2024-03-29 07:49:15,NCM,Factory_C,L3,Night,3672.4,20.951,21.98,93.923,13,7.388,90.21,Defective
CELL-032714,2023-05-01 12:28:20,NCM,Factory_B,L2,Morning,3949.8,11.358,27.82,98.024,3,8.308,91.35,Normal
CELL-032715,2024-10-08 01:21:43,LFP,Factory_A,L1,Night,3733.3,12.935,22.5,96.176,126,7.315,98.77,Normal
CELL-032716,2023-04-07 10:47:28,NCM,Factory_B,L3,Night,3973.7,9.225,27.8,96.902,107,10.794,101.1,Normal
CELL-032717,2024-10-16 10:51:39,NCM,Factory_A,L2,Morning,3737.5,10.395,21.13,96.454,232,8.753,93.33,Normal
CELL-032718,2023-12-25 16:46:32,NCM,Factory_A,L4,Morning,3368.2,20.297,23.44,91.316,134,8.307,88.88,Defective
CELL-032719,2024-10-10 13:56:57,NCM,Factory_C,L1,Night,3211.4,18.312,19.96,92.127,71,7.913,99.77,Defective
CELL-032720,2023-07-14 23:35:04,LFP,Factory_B,L4,Afternoon,3896.6,11.826,29.7,97.382,9,7.398,93.92,Normal
CELL-032721,2024-06-15 20:54:17,NCM,Factory_C,L1,Afternoon,3825.2,11.131,27.46,98.277,32,8.722,92.04,Normal
CELL-032722,2024-08-11 07:49:19,LFP,Factory_C,L1,Afternoon,3822.9,11.636,22.07,97.296,129,7.892,99.26,Normal
CELL-032723,2023-03-18 05:16:23,NCM,Factory_A,L4,Morning,3759.4,12.72,22.65,97.332,4,7.886,90.1,Normal
CELL-032724,2023-05-28 00:04:58,NCM,Factory_B,L3,Morning,3744.6,9.69,30.78,96.704,58,7.947,91.02,Normal
CELL-032725,2024-04-17 18:02:17,NCM,Factory_B,L2,Morning,3559.5,16.832,25.33,91.635,232,8.422,88.07,Defective
CELL-032726,2024-09-21 16:20:43,NCM,Factory_A,L4,Afternoon,3993.4,8.626,22.47,98.657,152,8.94,91.4,Normal
CELL-032727,2024-07-25 14:00:06,NCA,Factory_A,L3,Morning,3877.7,8.539,32.19,97.479,118,8.848,94.15,Normal
CELL-032728,2024-11-04 10:08:45,LFP,Factory_B,L3,Afternoon,3955.9,8.892,20.15,97.008,198,7.739,98.25,Normal
CELL-032729,2023-11-28 08:50:12,LFP,Factory_A,L1,Morning,3787.4,9.204,24.31,96.698,2,8.745,94.63,Normal
CELL-032730,2023-12-22 22:43:04,NCM,Factory_A,L4,Afternoon,3789.4,7.963,22.07,97.818,53,8.676,95.35,Normal
CELL-032731,2023-03-29 19:06:23,NCM,Factory_A,L2,Afternoon,3847.5,12.475,21.53,97.074,54,8.488,92.89,Normal
CELL-032732,2024-08-10 22:28:35,NCA,Factory_C,L2,Morning,3847.1,11.045,30.53,98.149,139,8.284,94.78,Normal
CELL-032733,2024-09-05 16:48:28,LFP,Factory_A,L3,Morning,3855.3,10.789,28.65,96.66,280,9.443,95.45,Normal
CELL-032734,2023-09-10 14:59:25,LFP,Factory_B,L3,Afternoon,3771.1,13.749,29.8,98.462,2,8.805,97.55,Normal
CELL-032735,2023-10-29 20:50:14,NCA,Factory_C,L1,Night,3887.3,11.441,22.2,97.629,140,7.775,93.05,Normal
CELL-032736,2024-04-05 23:13:37,NCA,Factory_A,L4,Night,3748.1,8.931,28.98,97.582,20,8.958,95.06,Normal
CELL-032737,2024-02-02 18:06:36,NCM,Factory_A,L1,Afternoon,3316.0,16.009,20.94,90.202,61,7.965,95.24,Defective
CELL-032738,2024-11-19 02:45:13,LFP,Factory_A,L2,Morning,3914.8,9.643,21.31,98.322,115,8.611,94.42,Normal
CELL-032739,2024-12-02 23:13:29,LFP,Factory_A,L2,Morning,3872.1,9.905,30.14,97.696,141,7.193,92.68,Normal
CELL-032740,2023-07-29 10:53:05,NCA,Factory_A,L4,Afternoon,3669.8,36.038,24.04,90.454,60,8.756,91.64,Defective
CELL-032741,2023-05-19 08:05:18,LFP,Factory_A,L4,Night,3688.8,9.162,21.21,97.681,30,10.226,89.62,Normal
CELL-032742,2024-02-27 09:08:59,NCM,Factory_A,L1,Morning,3955.6,10.575,23.53,99.262,152,8.288,94.95,Normal
CELL-032743,2024-07-25 22:45:36,NCA,Factory_C,L2,Night,3851.8,9.789,31.87,96.797,167,7.874,94.64,Normal
CELL-032744,2024-05-05 03:24:14,LFP,Factory_A,L4,Night,3822.1,9.678,29.55,95.733,123,8.361,88.23,Normal
CELL-032745,2023-06-25 04:55:27,NCM,Factory_C,L1,Afternoon,3915.7,8.741,27.7,96.874,2,8.684,97.11,Normal
CELL-032746,2023-11-18 14:40:53,LFP,Factory_B,L1,Morning,3892.2,9.197,20.29,97.384,113,8.093,98.9,Normal
CELL-032747,2024-02-17 02:53:49,NCM,Factory_C,L3,Morning,3752.8,8.091,20.94,97.363,176,7.955,98.78,Normal
CELL-032748,2023-03-10 17:48:08,NCM,Factory_A,L1,Morning,3816.0,9.118,19.79,98.446,16,8.348,95.24,Normal
CELL-032749,2024-09-20 03:51:03,LFP,Factory_A,L2,Night,3907.8,8.484,24.63,98.773,30,7.794,98.8,Normal
CELL-032750,2024-10-21 10:09:25,NCM,Factory_A,L1,Night,3830.1,7.773,27.24,98.675,156,7.295,98.34,Normal
CELL-032751,2024-03-21 03:44:19,NCM,Factory_A,L2,Night,3864.9,12.475,29.04,97.846,124,9.202,96.71,Normal
CELL-032752,2023-06-17 19:57:58,LFP,Factory_B,L3,Morning,3242.8,27.976,28.96,94.661,64,8.697,94.49,Defective
CELL-032753,2024-07-16 06:05:36,LFP,Factory_B,L1,Night,3885.2,10.97,22.3,97.088,79,8.4,91.43,Normal
CELL-032754,2023-08-10 19:25:35,NCM,Factory_B,L1,Morning,3922.0,7.736,27.57,97.267,63,8.379,90.94,Normal
CELL-032755,2023-06-28 15:53:38,NCM,Factory_C,L4,Night,3962.7,10.223,25.89,97.279,319,8.402,89.08,Normal
CELL-032756,2024-04-03 15:42:05,NCA,Factory_B,L3,Morning,3903.0,11.978,24.26,98.683,82,8.656,99.65,Normal
CELL-032757,2024-02-28 14:42:13,NCA,Factory_B,L2,Afternoon,3796.3,9.839,21.96,98.352,111,10.303,95.63,Normal
CELL-032758,2024-02-26 17:23:47,NCM,Factory_B,L1,Afternoon,3417.3,28.61,20.19,93.019,88,6.955,97.88,Defective
CELL-032759,2024-07-16 21:56:37,LFP,Factory_C,L1,Afternoon,3908.1,12.283,22.1,96.858,77,9.289,92.37,Normal
CELL-032760,2023-05-23 18:51:38,LFP,Factory_C,L2,Afternoon,3823.4,11.147,21.33,96.917,35,9.049,101.33,Normal
CELL-032761,2024-02-02 11:29:46,NCM,Factory_C,L3,Night,3643.4,24.117,22.49,91.746,195,9.379,99.09,Defective
CELL-032762,2024-08-27 10:47:18,LFP,Factory_A,L3,Morning,3835.6,8.866,27.52,97.148,42,9.267,100.14,Normal
